clause_text,clause_label
This Agreement shall be governed by and construed in accordance with the internal laws of the State of Delaware applicable to agreements made and to be performed within that state.,Governing Law
This Agreement may not be assigned without the prior written consent of the other Party hereto.,Anti-Assignment
"Subject to the other provisions contained herein, this AGREEMENT shall be for a term of thirty (30) years from the Effective Date, which shall automatically renew from year-to-year thereafter unless terminated by a Party upon sixty (60) days' written notice after the end of the term.",Renewal Term
"This AGREEMENT is controlled by the laws of the State of Texas, and venue for any actions brought to enforce this AGREEMENT shall be brought exclusively in a court of competent jurisdiction in Pecos County, Texas.",Governing Law
"If STW exercises its option to produce and transport the CRA water, STW will construct additional facilities or expand existing facilities, as necessary, to be able to produce and transport the CRA water for sale. STW will have one year from completion of the last of the Post-Well Study (ies) completed on the Existing CRA Well or Replacement CRA Well to exercise its option to produce and transport the water produced from the CRA on the Property (""Option to Produce""). The AGREEMENT shall thereafter terminate as to both Parties if STW has not exercised its Option to Produce at the expiration of the one-year period unless STW pays as royalty on the first day of each month the sum of Five Hundred and 00/100 Dollars ($500.00) per month. STW shall have no right to maintain this AGREEMENT through payment of such a royalty for any one period greater than three consecutive years.",Rofr/Rofo/Rofn
"STW shall pay COFS a seventeen percent (17%) royalty of the price STW receives per 1,000 gallons of CRA water produced from the Property and sold. STW shall pay COFS a seven percent (7%) royalty of the price STW receives per 1,000 gallons of CRA water produced from other properties within Pecos County and sold as consideration for the rights provided by COFS to STW under this subsection.",Revenue/Profit Sharing
"For purposes of this section, the Post-Well Study must show that the Existing CRA Well or Replacement CRA Well can produce CRA water at a minimum of 1,200 GPM or more or a combination of 1,200 GPM from one or more wells on the Property in order for STW to proceed with the obligations set forth in this section (""Critical Criterion""). The Post-Well Study shall provide information on the feasibility of developing a water well field in that location that would produce water from the CRA for: (a) the availability of a minimum 1,200 gallons per minute (""GPM"") per day CRA water production for STW, its successors or assignees, to sell to communities and users within a 500-mile radius outside of COFS (the ""Permitted Sale Water"") during the Term, with the further requirement that STW would be responsible for the pipelines and pumping facilities required to transport the Permitted Sale Water to the intended end-users; and that all such water obtained from the Existing CRA Well contains acceptable levels of Total Dissolved Solids (""TDS"") to meet municipal use standards. I",Minimum Commitment
"Should COFS unilaterally terminate the provisions of this AGREEMENT related to COFS Property only, with the right to do so beginning on a period beginning no sooner than ninety (90) days following the Post-Well Study (ies), and ending at the one year period following the Post-Well Study (ies), during which STW may exercise its Option to Produce Water, in accordance with Section 15 of this AGREEMENT, COFS shall reimburse STW for 100% of the costs paid by STW up to the point of such termination, pursuant to the AGREEMENT, according to a reasonable accounting schedule of costs prepared by STW and submitted to COFS. Upon termination of the provisions of this AGREEMENT related to the Property only, STW, or its successors or assigns, shall transfer title of all water conveyance pipelines from the Property to COFS. Notwithstanding the 30-year term of this agreement, should STW procure sales agreements with customers for a duration of longer than 30 years, STW shall be authorized to maintain and service such contract(s) to the extent of the water volume(s) purchased, and this AGREEMENT shall not terminate during the initial term of any such water supply agreement with a term extending beyond this AGREEMENT.",Post-Termination Services
allow COFS or its authorized representatives to enter upon the premises at reasonable times to be arranged in advance of entry,Audit Rights
STW shall administer and provide all necessary and reasonable insurance to insure its activities on the Property in relation to the AGREEMENT and shall list COFS as additional insured.,Insurance
"Nothing in this AGREEMENT shall be construed to confer any right, privilege or benefit on, or to otherwise create any vested right or third-party beneficiary relationship with any person or entity not a party to the AGREEMENT, unless otherwise provided in this AGREEMENT.",Third Party Beneficiary
"THIS AGREEMENT SHALL BE GOVERNED IN ALL RESPECTS, INCLUDING VALIDITY, INTERPRETATION AND EFFECT, BY THE LAWS OF THE STATE OF DELAWARE WITHOUT GIVING EFFECT TO THE CHOICE OF LAW PRINCIPLES OF SUCH STATE.",Governing Law
"The Company agrees that, from the date of this Agreement until the earliest of (i) the date that is thirty (30) calendar days prior to any applicable deadline by which a shareholder must give notice to the Company of its intention to nominate a director for election at or bring other business before the 2015 Annual Meeting under the Company's By­Laws and (ii) any material breach of this Agreement by JANA (provided that JANA shall have three (3) business days following written notice from the Company of material breach to remedy such material breach if capable of remedy), neither it nor any of its Affiliates or Associates will in any manner, directly or indirectly make, or cause to be made, or in any way encourage any other person to make or cause to be made, any statement or announcement that relates to and constitutes an ad hominem attack on, or relates to and otherwise disparages, JANA, any of its members, officers or directors or any person who has served as a member, officer or director of JANA, including: (i) in any document or report filed with or furnished to the SEC or any other governmental agency, (ii) in any press release or other publicly available format or (iii) to any journalist or member of the media (including without limitation, in a television, radio, newspaper or magazine interview), or otherwise. JANA agrees that, from the date of this Agreement until the earliest of (i) the date that is thirty (30) calendar days prior to any applicable deadline by which a shareholder must give notice to the Company of its intention to nominate a director for election at or bring other business before the 2015 Annual Meeting under the Company's By­Laws and (ii) any material breach of this Agreement by the Company (provided that the Company shall have three (3) business days following written notice from JANA of material breach to remedy such material breach if capable of remedy) (such period, the ""Cooperation Period""), neither it nor any of its Affiliates or Associates will in any manner, directly or indirectly, make, or cause to be made, or in any way encourage any other person to make or cause to be made, any statement or announcement that relates to and constitutes an ad hominem attack on, or relates to and otherwise disparages, the Company, any of its officers or directors or any person who has served as an officer or director of the Company, including: (i) in any document or report filed with or furnished to the Securities and Exchange Commission (the ""SEC"") or any other governmental agency, (ii) in any press release or other publicly available format or (iii) to any journalist or member of the media (including without limitation, in a television, radio, newspaper or magazine interview), or otherwise; provided, that if the Company makes any material announcement prior to the March Board Meeting, JANA will be permitted to make objective statements that solely reflect JANA's view, as a shareholder, with respect to such announcement.",Non-Disparagement
"This Agreement shall be governed by, and construed and interpreted in accordance with, the laws of the State of New York, United States of America, without regard to the principles of conflicts of law thereof.",Governing Law
"IGER will have the right to make available germplasm of CERTAIN MISCANTHUS ACCESSIONS to third parties for research purposes (including breeding), subject to the terms and conditions under which IGER holds such accessions. if IGER would enter into any agreement (or amendment of an existing agreement including without limitation EXISTING AGREEMENTS) after the Effective Date with a not-for-profit third party with respect to research in the field of environmental impact, carbon sequestration, climate change mitigation, agronomy, or compositional or conversion analysis relating to COLLABORATION CROPS, such agreement must provide that (i) IGER will receive the exclusive right (subject to Articles 5.1.2(a) and 5.2) to use and exploit commercially the results obtained pursuant to such agreement for GERMPLASM IMPROVEMENT of COLLABORATION CROPS and (ii) CERES will have access to the results of such research programs to the extent allowed by the relevant agreement between IGER and the third party and IGER will use reasonable efforts to obtain such right for CERES. CERES will not unreasonably withhold its consent for collaborations with small companies (less than fifty (50) employees including world-wide affiliates) established in the United Kingdom (""UK COMPANIES""), with respect to research programs involving COLLABORATION CROPS in the field of environmental impact, carbon sequestration, climate change mitigation, agronomy, or compositional or conversion analysis, provided that (i) IGER will receive the exclusive right (subject to Articles 5.1.2(a) and 5.2) to use and exploit commercially the results of such research programs for GERMPLASM IMPROVEMENT (as defined hereinafter) of the COLLABORATION CROPS, (ii) CERES will have access to the results of such research programs to the extent allowed by the relevant agreement between IGER and the third party and IGER will use reasonable efforts to obtain such right for CERES, and (iii) there is no conflict with CERES' commercial interests. CERES will not unreasonably withhold its consent for research programs with respect to GERMPLASM IMPROVEMENT of COLLABORATION CROPS with academic institutions in the European Union under United Kingdom government or European Union funding, provided that (i) IGER will have the exclusive right to use and exploit commercially the results of such research programs obtained by IGER, (ii) no COLLABORATION CROP germplasm will be made available by IGER to any third party for selection, breeding or propagation work, or for genetic transformation of such germplasm, except that IGER may make available germplasm of CERTAIN MISCANTHUS ACCESSIONS for research purposes (including breeding), subject to the terms and conditions under which IGER holds such accessions, and (iii) if requested by CERES, IGER will use reasonable efforts to obtain commercialization rights for CERES on results<omitted>obtained by third parties in such collaborative research programs or breeding activities.",Competitive Restriction Exception
"In consideration of CERES' development of new markets for the COLLABORATION CROPS and the significant activities associated with the development of this market, IGER agrees to grant CERES exclusive access to IGER's plant improvement activities specifically involving the COLLABORATION CROPS, whether through plant breeding, transformation, propagation methods or otherwise, subject however to the exceptions expressly set forth in this Agreement. IGER will not collaborate with or perform any activities for the benefit of or grant any rights to any for-profit third party in the field of the COLLABORATION CROPS without the prior written consent of CERES. The Parties acknowledge that Defra is expected to assign or license exclusively to IGER any rights in Intellectual Property which would vest in Defra or the Crown or the Secretary of State pursuant to the DEFRA agreement NF 0426. IGER hereby grants CERES under IGER'S interest in any JOINT INTELLECTUAL PROPERTY and OTHER RESEARCH RESULTS, the IGER INTELLECTUAL PROPERTY set forth in ANNEX I, and the IGER BACKGROUND INTELLECTUAL PROPERTY set forth in ANNEX I: (a) the exclusive right and license to produce COMMERCIAL PROPAGULES of the LICENSED VARIETY in the TERRITORY, including intermediate propagation material; and<omitted>(b) the exclusive right and license to use, sell and commercially exploit the COMMERCIAL PROPAGULES of the LICENSED VARIETY in the TERRITORY. Subject to Articles 5.1 and 5.2, IGER grants CERES an exclusive, world-wide license, with the right to grant sublicenses, to use and exploit commercially (a) IGER's interest in any JOINT INTELLECTUAL PROPERTY (including but not limited to RELEASED VARIETIES) and OTHER RESEARCH RESULTS; (b) IGER INTELLECTUAL PROPERTY and (c) when and only to the extent necessary for the commercialization or use of JOINT INTELLECTUAL PROPERTY and/or OTHER RESEARCH RESULTS and/or IGER INTELLECTUAL PROPERTY for the COLLABORATION CROPS, IGER BACKGROUND INTELLECTUAL PROPERTY, subject to paying IGER reasonable remuneration (whether as a royalty or in some other form as the Parties may agree) to be negotiated in good faith. If IGER receives an exclusive license from Defra rather than an assignment of rights, the following will apply. 18.1 To the extent the license grant to CERES on IGER BACKGROUND INTELLECTUAL PROPERTY in Article 5.3.2 relates to IGER BACKGROUND INTELLECTUAL PROPERTY that constitutes Intellectual Property to which rights vest in Defra or the Crown or the Secretary of State, the word ""license"" will be read as ""sublicense"" and all other terms of such Article will remain unchanged. 18.2 To the extent that IGER INTELLECTUAL PROPERTY or JOINT INTELLECTUAL PROPERTY created in a RESEARCH PROJECT constitutes or includes Intellectual Property to which rights vest in Defra or the Crown or the Secretary of State, any conveyance or grant of rights or licenses by IGER to CERES in this Agreement with respect to such IGER INTELLECTUAL PROPERTY or JOINT INTELLECTUAL PROPERTY, will be read as the grant of an exclusive sublicense under IGER's exclusive license from Defra. IGER will not collaborate with or perform any activities for the benefit of or grant any rights to any not-for-profit third party with respect to GERMPLASM IMPROVEMENT of COLLABORATION CROPS without the prior written consent of CERES.",Exclusivity
"Notwithstanding Article 9.3., [CERES/IGER] will have the right to terminate this Agreement including the Program at any time with [three (3)] months' prior written notice.",Termination For Convenience
"CERES is hereby granted a first option, to be exercised by written notice within thirty (30) days from CERES-IGER Collaboration Agreement<omitted>IGER's aforementioned written report or such other time period as the Parties may agree to be granted the same right as set forth in Article 5.3 to commercialize any results of such activities. If CERES exercises its option to commercialize under Article 3.3, CERES and IGER shall negotiate the terms of a commercialization agreement that covers the reported result with reference to any commercialization agreement then in existence between the Parties or the model license agreement or remuneration principles included herein (as applicable). If CERES declines to exercise the option under Article 3.3 or fails to respond within thirty (30) days of IGER's notice under Article 3.3, then IGER shall then be free to commercially exploit the results or offer rights in such results to third parties in any and all crops. CERES shall have the first option to pursue such protection in its best judgment in the joint names of both Parties.",Rofr/Rofo/Rofn
"[CERES/IGER] has the right to assign its rights and obligations under this Agreement to any third party. This Agreement binds and enures to the benefit of the Parties, their successor or assigns, but may not be assigned by either Party without the prior written consent of the other Party; provided however, CERES shall have the right to assign its rights and obligations under this Agreement to any AFFILIATED COMPANY without such prior consent. [CERES/IGER] has concluded this Agreement with [Party] in view of [Party]'s specific qualifications and [Party] shall not have the right to assign any of its rights or obligations under this Agreement nor to sub-contract any part of the Program activities to any third party, except with the prior written approval of [CERES/IGER]. Each Party shall have the right to assign its rights and obligations under this Agreement to a third party in conjunction with the transfer to such third party of substantially all of the assets of such Party associated with performance under this Agreement without such prior consent. This Agreement binds and enures to the benefit of the Parties, their successor or assigns, but may not be assigned by either Party without the prior written consent of the other Party; provided however, CERES shall have the right to assign its rights and obligations under this Agreement to any Affiliated Company without such prior consent.",Anti-Assignment
"In addition to the royalty provided in Article 4.2, CERES agrees to pay a royalty on NET SALES of the LICENSED VARIETY equal to the royalty due, on the basis of the Convention on Biological Diversity, by IGER to the country or countries where the material on which the LICENSED VARIETY is based has been collected, up to a maximum of [***] percent ([***]%) of NET SALES, and an equivalent additional royalty on LICENSE INCOME to be determined. Unless otherwise agreed by the Parties, IGER shall pay royalties to CERES under its non-exclusive right set forth in Article 5.2.1 at a rate equal to one half of the royalty rate in CERES' exclusive license agreement for the same RELEASED VARIETY, and CERES shall pay royalties at the same rate to IGER for sales by CERES, its AFFILIATED COMPANIES or licensees in the United Kingdom.",Revenue/Profit Sharing
"In case [Party] has made or contributed to any invention forming part of the Results, [Party] shall promptly inform [CERES/IGER] thereof in writing and shall assign its rights and cause its employees and staff members to assign their rights in any such invention to [CERES/IGER]. The Parties acknowledge that Defra is expected to assign or license exclusively to IGER any rights in Intellectual Property which would vest in Defra or the Crown or the Secretary of State pursuant to the DEFRA agreement NF 0426.",Ip Ownership Assignment
"CERES and IGER shall use reasonable efforts to avoid any action that might jeopardize the ability of the Parties, individually or jointly as the case may be, to obtain or retain valid/enforceable intellectual rights in JOINT INTELLECTUAL PROPERTY, IGER INTELLECTUAL PROPERTY or CERES INTELLECTUAL PROPERTY. The ADMINISTERING PARTY shall keep the non-administering Party advised as to all developments with respect to all patent and plant variety rights application(s) and issued patents and plant variety rights covering jointly owned JOINT INTELLECTUAL PROPERTY, which includes supplying copies of all papers received and filed in connection with such applications and patents in sufficient time for the non- administering Party to comment thereon. Each Party will notify the other Party, in writing (""INVENTION NOTICE""), within thirty (30) days of reduction to practice or knowledge of conception or discovery of JOINT INTELLECTUAL PROPERTY, and each INVENTION NOTICE will describe the JOINT INTELLECTUAL PROPERTY with sufficient specificity to allow assessment by the other Party. CERES and IGER shall have an undivided interest in JOINT INTELLECTUAL PROPERTY. Consequently, any and all patent applications or plant variety rights applications that cover JOINT INTELLECTUAL PROPERTY shall be assigned jointly to CERES and IGER as soon as practicable. ""JOINT INTELLECTUAL PROPERTY"" shall mean (a) all patentable inventions conceived, discovered, developed and/or reduced to practice (i) jointly by one or more employees, agents, or students of CERES and by one or more employees, agents, or students of IGER in the performance of any RESEARCH PROJECT(S) or (ii) by one or more employees, agents or students of IGER in the performance of any RESEARCH PROJECT(S) to the extent CERES provides a financial contribution for such RESEARCH PROJECT, which is not less than twenty-five percent (25%) of either the overall cost of such RESEARCH PROJECT or of the activity during which the invention was made, unless expressly provided otherwise in a SCHEDULE; (b) patents, patent applications, plant variety rights, plant variety right applications, reissues, continuations, continuations-in-part and divisionals claiming such patentable inventions in any country of the world; (c) all trade secrets and copyrighted works created jointly by one or more employees, agents, or students of CERES and by one or more employees, agents, or students of IGER in the performance of any RESEARCH PROJECT(S); and (d) all germplasm and plant varieties created in the performance of plant breeding activities in the performance of any RESEARCH PROJECT(S).",Joint Ip Ownership
"IGER hereby grants CERES under IGER'S interest in any JOINT INTELLECTUAL PROPERTY and OTHER RESEARCH RESULTS, the IGER INTELLECTUAL PROPERTY set forth in ANNEX I, and the IGER BACKGROUND INTELLECTUAL PROPERTY set forth in ANNEX I: (a) the exclusive right and license to produce COMMERCIAL PROPAGULES of the LICENSED VARIETY in the TERRITORY, including intermediate propagation material; and<omitted>(b) the exclusive right and license to use, sell and commercially exploit the COMMERCIAL PROPAGULES of the LICENSED VARIETY in the TERRITORY. If the commercial exploitation of a RELEASED VARIETY in the United Kingdom by IGER requires a license on CERES INTELLECTUAL PROPERTY or BACKGROUND INTELLECTUAL PROPERTY of CERES, CERES shall negotiate in good faith with IGER or a designee of IGER about the grant of such a license, provided however that CERES shall have no obligation to grant any license on transgenes or transgenic technologies. Subject to Articles 5.1 and 5.2, IGER grants CERES an exclusive, world-wide license, with the right to grant sublicenses, to use and exploit commercially (a) IGER's interest in any JOINT INTELLECTUAL PROPERTY (including but not limited to RELEASED VARIETIES) and OTHER RESEARCH RESULTS; (b) IGER INTELLECTUAL PROPERTY and (c) when and only to the extent necessary for the commercialization or use of JOINT INTELLECTUAL PROPERTY and/or OTHER RESEARCH RESULTS and/or IGER INTELLECTUAL PROPERTY for the COLLABORATION CROPS, IGER BACKGROUND INTELLECTUAL PROPERTY, subject to paying IGER reasonable remuneration (whether as a royalty or in some other form as the Parties may agree) to be negotiated in good faith. If the Parties fail to reach agreement within ninety (90) days after the start of such negotiations, which shall be evidenced by written notice from one Party to the other initiating such negotiations, each Party shall have the non-exclusive right to use and commercially exploit JOINT INTELLECTUAL PROPERTY for any and all purposes, with the right to grant sublicenses, subject to the obligations of the first sentence of Article 14.3, provided that no licenses on any transgenes or transgenic technologies of the other Party shall be included or implied. If CERES informs IGER in writing that CERES is planning to commercialize the LICENSED VARIETY in all or part of the COUNTRY, directly or indirectly (whether or not through the third party identified by IGER), and CERES has not taken reasonable steps towards the implementation of such commercialization within two (2) years after so informing IGER, unless CERES informs IGER of REASONABLE GROUNDS for its failure or delay<omitted>to implement commercialization plans, IGER will be granted a non-exclusive license with the right to grant sublicenses to test, produce and sell the LICENSED VARIETY in the COUNTRY. In case of termination on the basis of Article 14.1 (b) if IGER is the breaching Party, Article 14.1 (c) if IGER ceases substantially all activities in the COLLABORATION CROPS, Article 14.1 (e) (i) or (ii) or Article 14.1 (f), subject to the obligations of the first sentence of Article 14.3, CERES shall have the exclusive right to use and commercially exploit any JOINT INTELLECTUAL PROPERTY to the extent such JOINT<omitted>INTELLECTUAL PROPERTY is not covered by any relevant license/commercialization agreement between the Parties. Subject to Articles 5.1 and 5.2, the Parties acknowledge and agree that CERES shall have the exclusive right, with the right to grant sublicenses to this right, to use and commercially exploit JOINT INTELLECTUAL PROPERTY (including but not limited to RELEASED VARIETIES) and OTHER RESEARCH RESULTS for any and all uses and fields, including, but not limited to, use in the COLLABORATION CROPS and crops other than the COLLABORATION CROPS. Through the express grant of such rights in any SCHEDULE, CERES may grant IGER the right to use CERES INTELLECTUAL PROPERTY to the extent required for, and for the sole purpose of, the performance by IGER (or its SUBCONTRACTORS) of RESEARCH PROJECTS. SCHEDULES may specify that similar rights are granted with respect to defined elements of CERES BACKGROUND INTELLECTUAL PROPERTY. IGER shall have the right to use JOINT INTELLECTUAL PROPERTY and OTHER RESEARCH RESULTS (a) for the purpose of the implementation of RESEARCH PROJECTS; (b) subject to Article 3 and CERES' prior written approval, for internal research purposes and research under United Kingdom government or European Union funding in collaboration with academic institutions in the European Union, provided that CERES' approval may be conditional upon (i) CERES receiving the exclusive right (subject to Articles 5.1.2(a) and 5.2) to use and exploit commercially the results of such research in COLLABORATION CROPS, (ii) adequate safeguards to prevent unauthorized use or disclosure of JOINT INTELLECTUAL PROPERTY, OTHER RESEARCH RESULTS or results directly or indirectly based on any of the foregoing and (iii) CERES reviewing and approving the terms and conditions of any agreement governing such research activities.",License Grant
"At or about the effective date of termination, the Parties will negotiate in good faith to reach agreement as to reasonable remuneration (whether as a royalty or in some other form as the Parties may agree), which will be addressed in one or more written agreements. The terms and provisions of this Agreement shall continue to apply to the activities and outcomes of any such RESEARCH PROJECTS, notwithstanding the termination of this Agreement, unless provided otherwise in the relevant SCHEDULE or by written agreement of the Parties upon termination. Upon termination of the Program, [Party] will, at the option of [CERES/IGER], (i) allow [CERES/IGER] to remove any Plant Material and any progeny, plants, plant material, seeds or products obtained in the Program or (ii) destroy any remaining CERES/IGER Plant Material and any plants, plant material and seeds obtained under the Program within fifteen (15) days from [CERES/IGER]'s request to destroy, and will send [CERES/IGER] forthwith an attestation of such destruction. In case of termination on the basis of Article 14.1 (b) if CERES is the breaching Party, Article 14.1 (c) if CERES ceases substantially all activities in the COLLABORATION CROPS, Article 14.1 (d) (i), (ii) or (iii) or Article 14.1. (e) (iii), at or about the effective date of termination, the Parties will negotiate in good faith to reach agreement as to the rights to use and commercially exploit JOINT INTELLECTUAL PROPERTY not covered by any relevant license/commercialization agreement between the Parties, which rights will be addressed in one or more written agreements.",Post-Termination Services
"All such records shall be subject to inspection by an independent auditor designated by CERES and reasonably acceptable to IGER within normal business hours with at least fourteen (14) days notice. Each Party will have the right, upon reasonable notice to the other Party, to visit any location where RESEARCH PROJECT activities are conducted for the purposes of evaluating RESEARCH PROJECT progress and outcomes, and particularly to make observations of any plants in growth chambers, greenhouses or fields that are a part of a RESEARCH<omitted>PROJECT. Each Party will comply with any reasonable safety and security measures which may be imposed by the other Party when visiting such other Party's location. CERES shall allow an independent auditor, reasonably acceptable to CERES, appointed by and paid for by IGER to inspect the records of CERES and any AFFILIATED COMPANY pertaining to the LICENSED VARIETY for the exclusive purpose of verifying the accuracy of the reports provided.",Audit Rights
"IN NO EVENT SHALL EITHER PARTY BE HELD RESPONSIBLE FOR ANY SPECIAL, INDIRECT, INCIDENTAL OR CONSEQUENTIAL DAMAGES OR LOSS OF PROFIT ARISING OUT OF THE USE OF ANY INTELLECTUAL PROPERTY RIGHTS COVERED BY THIS AGREEMENT, OR THE IMPLEMENTATION OF THIS AGREEMENT, EVEN IF SUCH PARTY IS ADVISED IN ADVANCE OF THE POSSIBILITY OF SUCH DAMAGES. IN NO EVENT SHALL EITHER PARTY BE HELD RESPONSIBLE FOR ANY SPECIAL, INDIRECT, INCIDENTAL OR CONSEQUENTIAL DAMAGES OR LOSS OF PROFIT ARISING OUT OF THE USE OF ANY JOINT INTELLECTUAL PROPERTY, CERES INTELLECTUAL PROPERTY, IGER INTELLECTUAL PROPERTY, OTHER RESEARCH RESULTS OR BACKGROUND INTELLECTUAL PROPERTY COVERED BY THIS AGREEMENT OR ANY SCHEDULE OR ARISING OUT OF THE IMPLEMENTATION OF THIS AGREEMENT, EVEN IF SUCH PARTY IS ADVISED IN ADVANCE OF THE POSSIBILITY OF SUCH DAMAGES. Neither Party shall be liable for indirect, special, remote, incidental or consequential damages or loss of profit in connection with this Agreement or its implementation.",Cap On Liability
"This Agreement shall be construed in accordance with, and governed by, the laws of the State of Georgia, without regard to the conflicts of law rules of such state.",Governing Law
"In the event that Certegy, or another member of the Certegy Group, shall enter into a Divested Business transaction with respect to the Certegy Group, and the scope of permitted use or other terms applicable to the Licensed Equifax Materials (excluding the Utility Software Programs) under the license or sublicenses granted in this Section 4.1 are required to be modified to effect such transaction, Equifax will, or will cause the sublicensor under the applicable sublicense to, agree to such modifications to the extent (i) required for the transaction to be effected and (ii) not materially detrimental to the interests of the Equifax Group.",Change Of Control
Neither of the parties hereto may assign its rights or delegate any of its duties under this Agreement without the prior written consent of each other party.,Anti-Assignment
"Effective as of the Closing Date, and subject to Sections 2.3 and 2.4 and Article III hereof, Equifax agrees, at its expense, to transfer, or cause to be transferred, to Certegy or to a Designated Certegy Member all right, title and interest held by Equifax and/or its Affiliates as of the Closing Date in and to each of the assets identified on Exhibit B hereto, subject to the retained rights described therein. Certegy hereby assigns, and shall cause each member of the Certegy Group to assign, to Equifax, or the respective Designated Equifax Member, all right, title and interest it may hold in and to such modifications, improvements, Equifax Enhancements and Derivative Works. Equifax hereby assigns, and shall cause each member of the Equifax Group to assign, to Certegy, or the respective Designated Certegy Member, all right, title and interest it may hold in and to such modifications, improvements, Certegy Enhancements and Derivative Works. As of the Closing Date, all right, title and<omitted>interest in and to (i) the APPLY source code (other than the source code owned by Equifax pursuant to subsection B below) and object code, including the customer level code written in the TCL or APPLY Basic programming language, (ii) documentation related to the foregoing, and (iii) all patents, patent rights and copyrights related thereto, shall be and at all times will remain the sole and exclusive property of Certegy.",Ip Ownership Assignment
"As of the Closing Date, all right, title<omitted>and interest in and to the Retail Reach source code,<omitted>object code and documentation, including, without<omitted>limitation, all patents, patent rights and copyrights related thereto, shall be and at all times will remain jointly owned by Equifax and Certegy. Any patent rights to any invention that (i) has been incorporated into an asset and (ii) was created or developed (in any form or manner) prior to the Distribution Date, shall be jointly owned by the respective parties.",Joint Ip Ownership
